utterance	representation
What is the distance between Charlotte and Raleigh	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Charlotte ] and [SL:DESTINATION Raleigh ] ]
Can I get to McDonough by 7pm with current traffic conditions?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION McDonough ] [SL:DATE_TIME_ARRIVAL by 7 pm ] with current traffic conditions ? ]
estimated arrival time for home	[IN:GET_ESTIMATED_ARRIVAL estimated arrival time for [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
Any new auditions posted in the actors group?	[IN:UNSUPPORTED Any new auditions posted in the actors group ? ]
What time will I get home?	[IN:GET_ESTIMATED_ARRIVAL What time will I get [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ? ]
What's the distance from Las Vegas to oklahoma	[IN:GET_DISTANCE What 's the distance from [SL:SOURCE Las Vegas ] to [SL:DESTINATION oklahoma ] ]
What will my arrival time be at Tampa International Airport if I leave at 1 pm from Orlando, FL?	[IN:GET_ESTIMATED_ARRIVAL What will my arrival time be at [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Tampa International Airport ] ] ] if I leave [SL:DATE_TIME_DEPARTURE at 1 pm ] from [SL:SOURCE Orlando , FL ] ? ]
How far away is the house in Monson that we are going to look at?	[IN:GET_DISTANCE How far away is [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the house ] in [SL:LOCATION_MODIFIER Monson ] ] ] that we are going to look at ? ]
Find a family friendly venue for a party on Wednesdays	[IN:UNSUPPORTED Find a family friendly venue for a party on Wednesdays ]
What Japanese restaurant can I go to tonight in Los Angeles	[IN:UNSUPPORTED_EVENT What Japanese restaurant can I go to tonight in Los Angeles ]
Can I get to Macomb Mall by 7:30 p.m. if I leave now?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Macomb Mall ] ] ] [SL:DATE_TIME_ARRIVAL by 7 : 30 p.m . ] if I leave [SL:DATE_TIME_DEPARTURE now ] ? ]
distance from California to Detroit	[IN:GET_DISTANCE distance from [SL:SOURCE California ] to [SL:DESTINATION Detroit ] ]
When was the last time my Dad went to the casino?	[IN:UNSUPPORTED When was the last time my Dad went to the casino ? ]
when will i arrive to my honeymoon resort in Maldives if i leave tomorrow afternoon?	[IN:GET_ESTIMATED_ARRIVAL when will i arrive to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION my honeymoon resort ] in [SL:LOCATION_MODIFIER Maldives ] ] ] if i leave [SL:DATE_TIME_DEPARTURE tomorrow afternoon ] ? ]
when should I leave to make it there by 6 pm	[IN:GET_ESTIMATED_DEPARTURE when should I leave to make it [SL:DESTINATION there ] [SL:DATE_TIME_ARRIVAL by 6 pm ] ]
what is the distance between las vegas and barstow	[IN:GET_DISTANCE what is the distance between [SL:SOURCE las vegas ] and [SL:DESTINATION barstow ] ]
What time should I leave if I need to be at Carolina Ave. Dental by 3pm	[IN:GET_ESTIMATED_DEPARTURE What time should I leave if I need to be at [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Carolina Ave . Dental ] ] ] [SL:DATE_TIME_ARRIVAL by 3 pm ] ]
Alternate routes	[IN:UPDATE_DIRECTIONS Alternate routes ]
How far is it from Alaska to Hawaii	[IN:GET_DISTANCE How far is it from [SL:SOURCE Alaska ] to [SL:DESTINATION Hawaii ] ]
Will I arrive before 5pm from here to Riverside?	[IN:GET_ESTIMATED_ARRIVAL Will I arrive [SL:DATE_TIME_ARRIVAL before 5 pm ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION Riverside ] ? ]
distance to new jersey from delaware	[IN:GET_DISTANCE distance to [SL:DESTINATION new jersey ] from [SL:SOURCE delaware ] ]
Am I going to make it to the dentist on time if I take the highway and are there quicker roads?	[IN:GET_ESTIMATED_ARRIVAL Am I going to make it to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the dentist ] ] ] on time if I take [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION the highway ] ] ] and are there quicker roads ? ]
What time does the bars open in San Jose	[IN:UNSUPPORTED_EVENT What time does the bars open in San Jose ]
How cold will it be on my drive home from work tonight	[IN:UNSUPPORTED How cold will it be on my drive home from work tonight ]
how many miles is it from Cincinnati to Savannah, Georgia	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] is it from [SL:SOURCE Cincinnati ] to [SL:DESTINATION Savannah , Georgia ] ]
How far is Seattle from San Diego	[IN:GET_DISTANCE How far is [SL:DESTINATION Seattle ] from [SL:SOURCE San Diego ] ]
what are the hours of yosake sushi happy hour in wilmington	[IN:UNSUPPORTED what are the hours of yosake sushi happy hour in wilmington ]
Which cities have the best 4th of July parades in the United States	[IN:UNSUPPORTED_EVENT Which cities have the best 4th of July parades in the United States ]
what time will it be when i arrive at Sam's Place if i leave now	[IN:GET_ESTIMATED_ARRIVAL what time will it be when i arrive at [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Sam ] 's Place ] ] if i leave [SL:DATE_TIME_DEPARTURE now ] ]
if i leave texas stadium at 10:30pm, what time will i get home	[IN:GET_ESTIMATED_ARRIVAL if i leave [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP texas stadium ] ] ] [SL:DATE_TIME_DEPARTURE at 10 : 30 pm ] , what time will i get [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
How far is it between St. Louis and Nashville	[IN:GET_DISTANCE How far is it between [SL:SOURCE St . Louis ] and [SL:DESTINATION Nashville ] ]
how far is las vegas from here	[IN:GET_DISTANCE how far is [SL:DESTINATION las vegas ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] ]
where can I get tickets for the concert	[IN:UNSUPPORTED_EVENT where can I get tickets for the concert ]
Can I get to Oxford by 2 pm with the current traffic conditions?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION Oxford ] [SL:DATE_TIME_ARRIVAL by 2 pm ] with the current traffic conditions ? ]
Any recommendations to eat in Chicago tonight	[IN:UNSUPPORTED_EVENT Any recommendations to eat in Chicago tonight ]
To pick up dates for Salvation Army today	[IN:UNSUPPORTED To pick up dates for Salvation Army today ]
will I be able make it to school on time in this traffic?	[IN:GET_ESTIMATED_ARRIVAL will I be able make it to [SL:DESTINATION [IN:GET_LOCATION_SCHOOL school ] ] on time in this traffic ? ]
can i continue on my route another way using only state roads and county roads	[IN:UPDATE_DIRECTIONS can i continue on my route another way using only [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION state roads ] ] ] and [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION county roads ] ] ] ]
If I need to be in Cleveland at 3pm, what time shall I leave from home?	[IN:GET_ESTIMATED_DEPARTURE If I need to be in [SL:DESTINATION Cleveland ] [SL:DATE_TIME_ARRIVAL at 3 pm ] , what time shall I leave from [SL:SOURCE [IN:GET_LOCATION_HOME home ] ] ? ]
Local child friendly restaurants in Los Angeles open at 7 am	[IN:UNSUPPORTED Local child friendly restaurants in Los Angeles open at 7 am ]
directions to church	[IN:UNSUPPORTED directions to church ]
what's the distance between Florida and Maine	[IN:GET_DISTANCE what 's the distance between [SL:SOURCE Florida ] and [SL:DESTINATION Maine ] ]
How many miles between Dallas and Tulsa	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE Dallas ] and [SL:DESTINATION Tulsa ] ]
how far away is new york	[IN:GET_DISTANCE how far away is [SL:DESTINATION new york ] ]
If I leave for Austin now what time will I get there?	[IN:GET_ESTIMATED_ARRIVAL If I leave for [SL:DESTINATION Austin ] [SL:DATE_TIME_DEPARTURE now ] what time will I get there ? ]
How far is Miami from Tampa	[IN:GET_DISTANCE How far is [SL:DESTINATION Miami ] from [SL:SOURCE Tampa ] ]
How many photos has my mom been tagged in this month?	[IN:UNSUPPORTED How many photos has my mom been tagged in this month ? ]
what time would i have to leave to arrive at the bus terminal by 6 a.m.	[IN:GET_ESTIMATED_DEPARTURE what time would i have to leave to arrive at [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the bus terminal ] ] ] [SL:DATE_TIME_ARRIVAL by 6 a.m . ] ]
How many  miles between Tuscaloosa and Birmingham	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE Tuscaloosa ] and [SL:DESTINATION Birmingham ] ]
Bus schedule to work today	[IN:UNSUPPORTED Bus schedule to work today ]
Is there a train stop near Mass Ave in Boston?	[IN:GET_LOCATION Is there a [SL:CATEGORY_LOCATION train stop ] [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION Mass Ave ] in [SL:LOCATION_MODIFIER Boston ] ] ] ? ]
Whats my ETA to walmart	[IN:GET_ESTIMATED_ARRIVAL Whats my ETA to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP walmart ] ] ] ]
Please direct give me an alternative route to get home	[IN:UPDATE_DIRECTIONS Please direct give me an alternative route to get [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
Can I get from here to Naperville, Illinois by 10 am?	[IN:GET_ESTIMATED_ARRIVAL Can I get from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION Naperville , Illinois ] [SL:DATE_TIME_ARRIVAL by 10 am ] ? ]
Flotation sessions groupon	[IN:UNSUPPORTED Flotation sessions groupon ]
What time will I get to the Richmond Zoo if I leave my house at 9 am and take 64?	[IN:GET_ESTIMATED_ARRIVAL What time will I get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Richmond Zoo ] ] ] if I leave [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] [SL:DATE_TIME_DEPARTURE at 9 am ] and take [SL:PATH 64 ] ? ]
what's the distance between athens and decatur	[IN:GET_DISTANCE what 's the distance between [SL:SOURCE athens ] and [SL:DESTINATION decatur ] ]
To get me to the Spokane airport by noon, what time would I leave?	[IN:GET_ESTIMATED_DEPARTURE To get me to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Spokane airport ] ] ] [SL:DATE_TIME_ARRIVAL by noon ] , what time would I leave ? ]
What is the distance from Houston to London, England	[IN:GET_DISTANCE What is the distance from [SL:SOURCE Houston ] to [SL:DESTINATION London , England ] ]
what is the time frame of arrival to downtown today	[IN:GET_ESTIMATED_ARRIVAL what is the time frame of arrival to [SL:DESTINATION downtown ] [SL:DATE_TIME_ARRIVAL today ] ]
Can I get to the post office by this morning at 8 from here?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the post office ] ] ] [SL:DATE_TIME_ARRIVAL by this morning at 8 ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] ? ]
Who do I need to contact to book a private room at the Lido Lounge for Friday night	[IN:UNSUPPORTED_EVENT Who do I need to contact to book a private room at the Lido Lounge for Friday night ]
What is the distance from my house to the nearest walmart	[IN:GET_DISTANCE What is the distance from [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] to [SL:DESTINATION [IN:GET_LOCATION the [SL:LOCATION_MODIFIER nearest ] [SL:POINT_ON_MAP walmart ] ] ] ]
how far is the drive from boston to new york	[IN:GET_DISTANCE how far is the [SL:METHOD_TRAVEL drive ] from [SL:SOURCE boston ] to [SL:DESTINATION new york ] ]
How far is Bronx to Queens	[IN:GET_DISTANCE How far is [SL:SOURCE Bronx ] to [SL:DESTINATION Queens ] ]
what time will I get to my dads if I leave right now	[IN:GET_ESTIMATED_ARRIVAL what time will I get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION dads ] ] ] if I leave [SL:DATE_TIME_DEPARTURE right now ] ]
what is the distance between ny and ma	[IN:GET_DISTANCE what is the distance between [SL:SOURCE ny ] and [SL:DESTINATION ma ] ]
How far from my house to Sweetwater Tennessee	[IN:GET_DISTANCE How far from [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] to [SL:DESTINATION Sweetwater Tennessee ] ]
If I leave now, when will I arrive in Washington based on current traffic	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE now ] , when will I arrive in [SL:DESTINATION Washington ] based on current traffic ]
Can I get home in 20 minutes in this traffic	[IN:GET_ESTIMATED_ARRIVAL Can I get [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] [SL:DATE_TIME_ARRIVAL in 20 minutes ] in this traffic ]
Where should I go on vacation	[IN:UNSUPPORTED Where should I go on vacation ]
art galleries that are open today	[IN:UNSUPPORTED art galleries that are open today ]
ETA please	[IN:GET_ESTIMATED_ARRIVAL ETA please ]
best place to christmas shop near me	[IN:UNSUPPORTED best place to christmas shop near me ]
How far from St. John's NB to PEI	[IN:GET_DISTANCE How far from [SL:SOURCE St . John 's NB ] to [SL:DESTINATION PEI ] ]
When is the next event my friends are interested in going to in Boston?	[IN:UNSUPPORTED When is the next event my friends are interested in going to in Boston ? ]
what's the distance between Texas and Arizona	[IN:GET_DISTANCE what 's the distance between [SL:SOURCE Texas ] and [SL:DESTINATION Arizona ] ]
I'm looking for a cheap pizza place that delivers to Ormond Beach	[IN:UNSUPPORTED_EVENT I'm looking for a cheap pizza place that delivers to Ormond Beach ]
how far away is DC from me	[IN:GET_DISTANCE how far away is [SL:DESTINATION DC ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER me ] ] ] ]
How many miles from Atlanta to Nashville	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] from [SL:SOURCE Atlanta ] to [SL:DESTINATION Nashville ] ]
Is there a shorter route	[IN:UPDATE_DIRECTIONS Is there a shorter route ]
how many miles is it from here to phoenix	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] is it from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION phoenix ] ]
how many miles from houston to dallas	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] from [SL:SOURCE houston ] to [SL:DESTINATION dallas ] ]
Is there a Silver Alert	[IN:UNSUPPORTED Is there a Silver Alert ]
Discounts on local night clubs	[IN:UNSUPPORTED_EVENT Discounts on local night clubs ]
What is the distance to go from France to Portugal	[IN:GET_DISTANCE What is the distance to go from [SL:SOURCE France ] to [SL:DESTINATION Portugal ] ]
How many miles until I am home	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] until I am [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
how far is Denver from Colorado Springs	[IN:GET_DISTANCE how far is [SL:DESTINATION Denver ] from [SL:SOURCE Colorado Springs ] ]
What time should I leave to get to the airport by 5 pm?	[IN:GET_ESTIMATED_DEPARTURE What time should I leave to get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the airport ] ] ] [SL:DATE_TIME_ARRIVAL by 5 pm ] ? ]
what time should I arrive at my Mom's house if I leave at 6pm	[IN:GET_ESTIMATED_ARRIVAL what time should I arrive at [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION Mom ] 's house ] ] if I leave [SL:DATE_TIME_DEPARTURE at 6 pm ] ]
How far is it from my house to lauren's house	[IN:GET_DISTANCE How far is it from [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT lauren ] 's house ] ] ]
best place to meet single guys near me	[IN:UNSUPPORTED best place to meet single guys near me ]
how many miles is Walmart from me	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] is [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Walmart ] ] ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER me ] ] ] ]
When will I get to Columbus?	[IN:GET_ESTIMATED_ARRIVAL When will I get to [SL:DESTINATION Columbus ] ? ]
What time should I leave Syracuse to make it to Parish in an hour?	[IN:GET_ESTIMATED_DEPARTURE What time should I leave [SL:SOURCE Syracuse ] to make it to [SL:DESTINATION Parish ] [SL:DATE_TIME_ARRIVAL in an hour ] ? ]
How many miles is Philadelphia from Toronto	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] is [SL:DESTINATION Philadelphia ] from [SL:SOURCE Toronto ] ]
ETA to home location	[IN:GET_ESTIMATED_ARRIVAL ETA to [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] location ]
How far is the movie theater from my house	[IN:GET_DISTANCE How far is [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the movie theater ] ] ] from [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] ]
What time will I reach Grand Canyon village if I leave at 7am?	[IN:GET_ESTIMATED_ARRIVAL What time will I reach [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Grand Canyon village ] ] ] if I leave [SL:DATE_TIME_DEPARTURE at 7 am ] ? ]
what is the distance between Chicago and manhattan, ny	[IN:GET_DISTANCE what is the distance between [SL:SOURCE Chicago ] and [SL:DESTINATION manhattan , ny ] ]
Miles between Greensboro NC and Atlanta	[IN:GET_DISTANCE [SL:UNIT_DISTANCE Miles ] between [SL:SOURCE Greensboro NC ] and [SL:DESTINATION Atlanta ] ]
Locate the hottest nightclub in Miami for me	[IN:UNSUPPORTED Locate the hottest nightclub in Miami for me ]
What is the distance from Boston to NYC	[IN:GET_DISTANCE What is the distance from [SL:SOURCE Boston ] to [SL:DESTINATION NYC ] ]
how far is chicago from milwaukee	[IN:GET_DISTANCE how far is [SL:DESTINATION chicago ] from [SL:SOURCE milwaukee ] ]
Karoake bars in  Manhattan	[IN:UNSUPPORTED_EVENT Karoake bars in Manhattan ]
How far is it from Charleston to Charlotte	[IN:GET_DISTANCE How far is it from [SL:SOURCE Charleston ] to [SL:DESTINATION Charlotte ] ]
Where to find a kayak in Lahaina	[IN:UNSUPPORTED Where to find a kayak in Lahaina ]
When will I get to my uncle's house if I leave now?	[IN:GET_ESTIMATED_ARRIVAL When will I get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION uncle ] 's house ] ] if I leave [SL:DATE_TIME_DEPARTURE now ] ? ]
When should I leave Intel in order to make it the Dodger's stadium by 7:15?	[IN:GET_ESTIMATED_DEPARTURE When should I leave [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP Intel ] ] ] in order to make it [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Dodger 's stadium ] ] ] [SL:DATE_TIME_ARRIVAL by 7 : 15 ] ? ]
Are there any amusement parks open this weekend	[IN:UNSUPPORTED Are there any amusement parks open this weekend ]
What is the distance between Anchorage and Fairbanks	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Anchorage ] and [SL:DESTINATION Fairbanks ] ]
Mileage from my location to Chattanooga	[IN:GET_DISTANCE [SL:UNIT_DISTANCE Mileage ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER my location ] ] ] to [SL:DESTINATION Chattanooga ] ]
Help! I need last-minute tickets to any Broadway show for tomorrow afternoon. Matinee only	[IN:UNSUPPORTED_EVENT Help ! I need last - minute tickets to any Broadway show for tomorrow afternoon . Matinee only ]
Where is a BBQ restaurant in Portland	[IN:UNSUPPORTED Where is a BBQ restaurant in Portland ]
